Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,TimeOfDay,Customer_Category,Season,Promotion,Member
1000007659,4/15/2023,Charles Tucker,"['Spaghetti', 'Mustard', 'Passport Holder', 'Baking Powder']",4,42.03,Cash,Hà Nội,9:22:07,Young Adult (20-29),Fall,None,Yes
1000007660,7/2/2021,Mary Anderson,"['Frozen Cake', 'Apples', 'Frozen Chicken Nuggets', 'Dress', 'Frozen Meatballs', 'Notebooks', 'Cereal', 'Hair Ties', 'Yoga Pants']",9,111.96,Cash,Hà Nội,6:24:54,Middle-aged (50-64),Fall,Discount on Selected Items,No
1000007661,8/17/2021,Kathleen Leach,"['Hoodie', 'Canned Tuna', 'Paper Towels', 'Heels']",4,49.4,Cash,Hải Phòng,17:46:15,Senior (65+),Summer,Discount on Selected Items,No
1000007662,12/6/2023,Robert Willis,"['Lollipops', 'Granola Bars']",2,29.76,Mobile Payment,Hà Nội,1:31:15,Senior (65+),Summer,Discount on Selected Items,No
1000007663,12/15/2023,Stacy Case,"['Duct Tape', 'Barbecue Sauce', 'Lighter']",3,41.08,Debit Card,Hải Phòng,20:34:54,Middle-aged (50-64),Spring,None,Yes
1000007664,6/11/2022,Matthew Owen,"['Bath Bombs', 'Envelopes', 'Luggage', 'Yogurt']",4,40.01,Credit Card,Hồ Chí Minh,23:45:15,Adult (30-49),Winter,None,No
1000007665,6/20/2022,Gabriel Benton,['Tomato Sauce'],1,18.44,Debit Card,Hồ Chí Minh,19:10:03,Adult (30-49),Summer,None,No
1000007666,5/7/2020,Christopher Pittman,"['Sports Drinks', 'Sorbets']",2,9.89,Debit Card,Hà Nội,7:14:09,Middle-aged (50-64),Winter,None,No
1000007667,2/23/2021,Keith Moore,"['Frozen Sausages', 'Canned Tuna', 'Frozen Bagels', 'Sugar']",4,51.58,Debit Card,Hải Phòng,6:18:25,Young Adult (20-29),Winter,Discount on Selected Items,Yes
1000007668,12/4/2023,James Nguyen,"['Cough Syrup', 'Soda', 'Bikini']",3,41.43,Credit Card,Hồ Chí Minh,16:00:01,Senior (65+),Summer,None,No
1000007669,3/15/2020,Abigail Bishop,"['Pickles', 'Briefcase', 'Pens', 'Butter', 'Bathrobe', 'Notebook Paper', 'Pasta Sauce', 'Cheese', 'Goggles']",9,109.76,Mobile Payment,Hà Nội,14:21:45,Adult (30-49),Spring,None,Yes
1000007670,3/19/2021,Mario Foley,"['Popcorn', 'Elliptical']",2,28.78,Credit Card,Cần Thơ,10:28:09,Young Adult (20-29),Spring,Discount on Selected Items,No
1000007671,7/22/2020,Jessica Davis,"['Sports Bra', 'Socks', 'Coat']",3,19.58,Mobile Payment,Hồ Chí Minh,10:44:05,Teenager (13-19),Summer,None,No
1000007672,6/15/2021,Amy Gardner,"['Lighter', 'Weight Bench']",2,14.44,Credit Card,Hải Phòng,17:30:51,Middle-aged (50-64),Summer,None,Yes
1000007673,12/5/2022,Jessica Martinez,"['Frozen Garlic Bread', 'Ketchup', 'Frozen Vegetables']",3,47.4,Debit Card,Cần Thơ,12:00:16,Adult (30-49),Summer,None,No
1000007674,8/10/2023,Carla Jenkins,"['Hot Sauce', 'Barbecue Sauce', 'Baking Soda', 'Milk']",4,51.1,Debit Card,Hà Nội,18:57:27,Young Adult (20-29),Spring,Discount on Selected Items,No
1000007675,10/24/2022,Gail Ruiz,"['Shampoo', 'Frozen Vegetables', 'Lighter Fluid', 'Yoga Mat', 'Scissors', 'Frozen Fruit', 'Crackers', 'Frozen Meatballs', 'Frozen Burritos']",9,89.12,Debit Card,Hồ Chí Minh,16:17:42,Adult (30-49),Summer,BOGO (Buy One Get One),Yes
1000007676,8/24/2023,Deborah Taylor,"['Extension Cord', 'Swim Cap', 'Frozen Pizza Rolls', 'Bikini', 'Nail Polish', 'Aluminum Foil']",6,63.54,Debit Card,Hà Nội,13:01:43,Teenager (13-19),Winter,None,No
1000007677,2/12/2023,Eric Fuller,"['Duct Tape', 'Body Wash', 'Sports Drinks', 'Sorbets', 'Cashews']",5,40.76,Credit Card,Hải Phòng,13:09:22,Teenager (13-19),Spring,None,No
1000007678,2/4/2022,Bryan Johnson,"['Foam Roller', 'First Aid Kit', 'Chips', 'Oranges', 'Lighter Fluid', 'Headbands', 'Kettlebells', 'Frozen Dinners', 'Bobby Pins', 'Yogurt']",10,89.63,Debit Card,Hồ Chí Minh,21:46:20,Adult (30-49),Spring,None,No
1000007679,3/1/2020,Jessica Smith,"['Frozen Waffles', 'Laundry Basket', 'Post-it Notes']",3,37.09,Credit Card,Hồ Chí Minh,15:22:37,Young Adult (20-29),Fall,None,No
1000007680,6/18/2022,Laura Rios,"['Nail Clippers', 'Ketchup', 'Goggles', 'Dryer Sheets']",4,45.91,Credit Card,Hồ Chí Minh,12:33:00,Young Adult (20-29),Winter,None,Yes
1000007681,5/17/2020,Jacob Dunn,"['Laundry Basket', 'Pretzels', 'Folders', 'Chili Powder']",4,33.28,Cash,Hải Phòng,10:43:17,Adult (30-49),Summer,Discount on Selected Items,Yes
1000007682,6/9/2022,Jose Smith,"['Chewing Gum', 'Briefcase', 'Duffel Bag', 'Chili Powder', 'Tote Bag', 'Photo Albums']",6,49.42,Cash,Hà Nội,5:03:17,Adult (30-49),Winter,None,Yes
1000007683,7/19/2023,Kelly Barajas,"['Laundry Basket', 'Bubble Bath', 'Toothpaste']",3,34.55,Debit Card,Cần Thơ,2:02:37,Adult (30-49),Summer,Discount on Selected Items,Yes
1000007684,3/29/2023,Meagan Perez,"['Underwear', 'Sports Bra', 'Shower Shoes', 'Donuts', 'Purse', 'Deodorant']",6,61.55,Mobile Payment,Hồ Chí Minh,10:07:35,Senior (65+),Summer,None,No
1000007685,2/3/2021,Zachary Newton,"['Hot Sauce', 'Shoes', 'Swim Cap']",3,25.93,Credit Card,Hà Nội,16:18:35,Teenager (13-19),Fall,Discount on Selected Items,No
1000007686,8/28/2021,Kayla Campbell,"['Frozen Dinners', 'Baking Powder', 'Beef']",3,22.84,Credit Card,Hà Nội,17:39:47,Teenager (13-19),Spring,BOGO (Buy One Get One),Yes
1000007687,7/25/2023,Audrey Williams,"['Bathrobe', 'Sweater', 'Yoga Pants']",3,37.26,Debit Card,Hà Nội,12:59:12,Adult (30-49),Spring,None,No
1000007688,12/25/2020,Mrs. Ann Perez,"['Index Cards', 'Tea', 'Yogurt', 'Trail Mix', 'Exercise Ball', 'Pajamas', 'Toothpaste']",7,75.59,Mobile Payment,Hà Nội,17:04:08,Young Adult (20-29),Fall,None,No
1000007689,5/16/2020,Kevin Andrews,"['Carry-on Bag', 'Ketchup']",2,17.5,Debit Card,Hồ Chí Minh,11:42:49,Young Adult (20-29),Spring,Discount on Selected Items,Yes
1000007690,6/15/2022,Mrs. Connie Daniels,"['Frozen Fish Sticks', 'Ice Cream Bars', 'Briefcase', 'Popsicles', 'Nail Polish Remover', 'Frozen Fruit', 'Spaghetti']",7,101.94,Cash,Hồ Chí Minh,19:50:41,Adult (30-49),Spring,None,Yes
1000007691,11/6/2023,Evan Craig,"['Crayons', 'Cough Drops']",2,20.02,Cash,Hồ Chí Minh,12:28:28,Young Adult (20-29),Fall,None,No
1000007692,6/1/2021,Meghan Grimes,"['Toothbrush', 'Carry-on Bag', 'Cereal', 'Headbands', 'Mayonnaise']",5,37.87,Credit Card,Hà Nội,13:19:16,Adult (30-49),Fall,None,Yes
1000007693,3/26/2021,Jason Lee,"['Treadmill', 'Frozen Cookies', 'Shorts', 'Calculator', 'Ziploc Bags', 'Nail Polish Remover', 'Dumbbells', 'Cold Medicine', 'Nail Polish']",9,81.99,Debit Card,Hồ Chí Minh,2:51:56,Senior (65+),Summer,Discount on Selected Items,Yes
1000007694,5/23/2023,Aaron Rodriguez,"['Conditioner', 'Jeans', 'Comb', 'Toilet Bowl Cleaner', 'Pens']",5,45.5,Debit Card,Hải Phòng,10:10:20,Young Adult (20-29),Winter,Discount on Selected Items,No
1000007695,5/28/2020,John Davis,"['Canned Vegetables', 'Hoodie', 'Sports Drinks', 'Polo Shirt', 'Heels', 'Ice Cream Tubs', 'Kettlebells', 'Shelving', 'Deodorant']",9,81.08,Cash,Đà Nẵng,16:42:36,Adult (30-49),Fall,Discount on Selected Items,No
1000007696,2/27/2020,Joanna Acosta,"['Binders', 'Nail Clippers', 'Popcorn', 'Cream Cheese']",4,56.99,Mobile Payment,Hồ Chí Minh,9:20:59,Adult (30-49),Summer,None,No
1000007697,10/9/2020,Sarah Buckley,"['Calculator', 'Vinegar', 'Tape', 'Shower Cap']",4,40.87,Debit Card,Đà Nẵng,20:34:33,Senior (65+),Fall,Discount on Selected Items,Yes
1000007698,3/28/2022,Jared Mcgee,"['Calculator', 'Shower Curtain', 'Shoes', 'Plastic Wrap', 'Handbag', 'Boots', 'Umbrella', 'Bathrobe']",8,93.08,Mobile Payment,Hà Nội,14:37:12,Adult (30-49),Spring,Discount on Selected Items,No
1000007699,9/26/2022,Lisa Myers,"['Shorts', 'Deodorant', 'Bath Mat']",3,27.95,Mobile Payment,Hà Nội,11:56:47,Adult (30-49),Winter,Discount on Selected Items,Yes
1000007700,2/15/2020,Connie Hamilton,"['Lighter', 'Flour', 'Garlic Powder']",3,31.77,Debit Card,Hà Nội,18:06:23,Adult (30-49),Spring,BOGO (Buy One Get One),Yes
1000007701,12/4/2023,Allison Shannon,"['One-Piece Swimsuit', 'Cheese', 'Bread', 'Protein Shakes', 'Sweatshirt', 'Bath Bombs', 'Jam', 'Oranges', 'Eggs', 'Olive Oil', 'Razors']",11,84.3,Debit Card,Hải Phòng,13:35:57,Senior (65+),Summer,None,Yes
1000007702,12/5/2021,Nicholas Russell,"['Plastic Wrap', 'Raincoat', 'Shower Cap']",3,27.3,Cash,Hồ Chí Minh,14:40:11,Adult (30-49),Winter,Discount on Selected Items,Yes
1000007703,6/20/2020,Ebony Mclaughlin,"['Scarf', 'Washcloths', 'Peanut Butter', 'Paprika', 'Tank Top', 'Frozen Chicken Nuggets', 'Cashews']",7,83.03,Credit Card,Cần Thơ,13:31:36,Adult (30-49),Spring,Discount on Selected Items,Yes
1000007704,8/22/2020,Molly Crosby,"['Mouthwash', 'Toothbrush', 'Hangers', 'Vegetable Oil', 'Spaghetti']",5,54.83,Credit Card,Hồ Chí Minh,8:46:19,Adult (30-49),Fall,Discount on Selected Items,No
1000007705,10/31/2020,Sheri Decker,"['Brown Sugar', 'Frozen Breakfast Sandwiches', 'Frozen Waffles']",3,31.55,Debit Card,Hà Nội,19:37:27,Senior (65+),Winter,None,No
1000007706,3/13/2021,Austin Williams,"['Scissors', 'Tote Bag', 'Granola Bars', 'Ice Cream Sandwiches', 'Frozen Fish Sticks']",5,49.3,Cash,Hải Phòng,19:23:54,Middle-aged (50-64),Summer,Discount on Selected Items,Yes
1000007707,12/22/2020,Kara Bradshaw,"['Soy Sauce', 'Air Freshener', 'Exercise Ball']",3,42.95,Credit Card,Hồ Chí Minh,20:59:26,Middle-aged (50-64),Summer,None,No
1000007708,8/29/2021,Susan Gonzalez,"['Post-it Notes', 'Cashews']",2,19.76,Credit Card,Hà Nội,15:47:50,Adult (30-49),Summer,None,Yes
1000007709,7/14/2022,Christopher Mcfarland,"['Disinfectant Wipes', 'Canned Soup', 'Water', 'Aluminum Foil']",4,27.2,Credit Card,Cần Thơ,19:23:56,Senior (65+),Spring,BOGO (Buy One Get One),No
1000007710,11/14/2022,John Steele,"['Yoga Mat', 'Olives', 'Towels', 'Hand Sanitizer', 'Mayonnaise', 'Raincoat', 'Peanut Butter', 'Nail Clippers', 'Lotion', 'Pepper', 'Protein Bars']",11,90.43,Mobile Payment,Cần Thơ,11:40:53,Young Adult (20-29),Spring,BOGO (Buy One Get One),No
1000007711,7/18/2021,Jeremy Smith,"['Swim Trunks', 'Hangers', 'Tank Top', 'Frozen Fries', 'Frozen Waffles']",5,57.5,Cash,Đà Nẵng,1:26:15,Adult (30-49),Fall,BOGO (Buy One Get One),No
1000007712,1/31/2023,Rachel Rowland,"['Foam Roller', 'Frozen Vegetables', 'Canned Fruit', 'Plastic Cups', 'Ice Cream', 'Bagels']",6,72.84,Debit Card,Đà Nẵng,16:19:45,Middle-aged (50-64),Fall,BOGO (Buy One Get One),Yes
1000007713,3/3/2023,Jasmine Rojas,"['Gelato', 'Pens', 'Yogurt', 'Cotton Balls', 'Cashews', 'Calculator']",6,56.95,Debit Card,Hồ Chí Minh,13:28:03,Adult (30-49),Winter,None,No
1000007714,8/25/2022,Sarah Jacobs,"['Snack Cakes', 'Sandals', 'Sweatshirt']",3,32.65,Mobile Payment,Hà Nội,18:26:47,Young Adult (20-29),Winter,Discount on Selected Items,Yes
1000007715,4/17/2021,Timothy Reynolds,"['Chips', 'Coat', 'Brown Sugar', 'Hoodie', 'Plastic Cups', 'Bikini', 'Cold Medicine', 'Folders']",8,72.47,Mobile Payment,Hà Nội,8:04:41,Middle-aged (50-64),Winter,Discount on Selected Items,No
1000007716,4/3/2021,Adam Jackson,"['Honey', 'Extension Cord', 'Raincoat', 'Deodorant', 'Jeans']",5,66.42,Debit Card,Hải Phòng,11:28:16,Young Adult (20-29),Summer,BOGO (Buy One Get One),Yes
1000007717,11/24/2023,William Madden,['Cough Drops'],1,8.07,Cash,Hải Phòng,20:13:11,Senior (65+),Winter,BOGO (Buy One Get One),No
1000007718,10/2/2023,Jacqueline Ingram,"['Chips', 'Pasta']",2,20.48,Credit Card,Hồ Chí Minh,8:26:05,Adult (30-49),Winter,None,No
1000007719,10/30/2020,Dr. Shelley Simon,['Facial Tissue'],1,5.9,Credit Card,Hồ Chí Minh,19:45:30,Young Adult (20-29),Spring,None,Yes
1000007720,2/6/2023,David Tanner,"['Exercise Ball', 'Notebook Paper', 'Oats']",3,41.9,Cash,Hồ Chí Minh,13:33:43,Young Adult (20-29),Winter,Discount on Selected Items,No
1000007721,2/27/2021,Deborah Perez,"['Plastic Cups', 'Shelving', 'Deodorant', 'Frozen Sausages']",4,40.53,Credit Card,Hải Phòng,13:41:17,Adult (30-49),Fall,Discount on Selected Items,Yes
1000007722,7/9/2021,Becky Williams,"['Shampoo', 'Frozen Vegetables', 'Rowing Machine', 'Butter', 'Oranges']",5,49.52,Debit Card,Hà Nội,17:25:30,Adult (30-49),Spring,None,Yes
1000007723,3/13/2021,Charles Mora,"['Canola Oil', 'Cereal', 'Batteries', 'Hangers', 'Olive Oil']",5,54.08,Cash,Hà Nội,6:13:40,Middle-aged (50-64),Spring,None,No
1000007724,12/4/2021,Miranda Robinson,"['Polo Shirt', 'Frozen Fish Sticks', 'Ramen', 'Bubble Wrap']",4,42.76,Credit Card,Hồ Chí Minh,20:09:32,Middle-aged (50-64),Fall,BOGO (Buy One Get One),Yes
1000007725,4/21/2023,Michael Robinson,"['Boots', 'Ruler', 'Hangers', 'Nail Clippers', 'Dryer Sheets']",5,55.5,Cash,Hải Phòng,9:20:44,Adult (30-49),Summer,Discount on Selected Items,No
1000007726,8/10/2023,Joshua Lopez,"['Rice', 'Frozen Pie']",2,28.47,Mobile Payment,Hải Phòng,16:10:00,Senior (65+),Fall,None,Yes
1000007727,7/1/2022,Nancy Wilson,"['Shampoo', 'Picture Frames']",2,3.51,Credit Card,Hồ Chí Minh,16:13:04,Adult (30-49),Fall,None,No
1000007728,5/29/2022,Antonio Scott,"['Shampoo', 'Ketchup', 'Shower Shoes', 'Cotton Swabs', 'Soy Sauce', 'Jacket']",6,54.98,Cash,Hồ Chí Minh,6:45:33,Adult (30-49),Summer,Discount on Selected Items,Yes
1000007729,9/8/2023,James Taylor,"['Bath Bombs', 'Rug', 'Canned Soup', 'Hair Ties', 'Markers', 'Polo Shirt', 'Leggings']",7,89.34,Cash,Hồ Chí Minh,11:18:34,Adult (30-49),Winter,Discount on Selected Items,Yes
1000007730,4/7/2022,Daniel Brown,"['Sweatshirt', 'Sunglasses', 'Frozen Fruit', 'Handbag']",4,40.28,Debit Card,Hồ Chí Minh,11:59:20,Young Adult (20-29),Spring,None,No
1000007731,3/2/2020,Jordan Gardner,"['Sponges', 'Bagels', 'Gum']",3,21.36,Cash,Hà Nội,18:53:14,Young Adult (20-29),Fall,Discount on Selected Items,No
1000007732,1/19/2023,Olivia Singh,"['Sports Drinks', 'Cotton Balls', 'Disinfectant Wipes']",3,21.48,Credit Card,Hồ Chí Minh,11:13:00,Middle-aged (50-64),Winter,None,No
1000007733,6/12/2020,Eric Garcia,"['Butter', 'Candy Bars', 'Onion Powder', 'Flip Flops', 'Lighter', 'Ruler', 'Scarf']",7,85.24,Cash,Hồ Chí Minh,6:05:56,Young Adult (20-29),Summer,Discount on Selected Items,Yes
1000007734,2/15/2023,Kristy Holloway,"['Yoga Pants', 'Frozen Pizza Rolls', 'Swim Cap']",3,20.72,Credit Card,Hà Nội,22:01:21,Teenager (13-19),Spring,BOGO (Buy One Get One),Yes
1000007735,3/12/2022,Mary Jackson,"['Plastic Cups', 'Shelving', 'Facial Tissue', 'Peanuts', 'Protein Powder', 'Spaghetti', 'Shampoo', 'Cookies', 'Notebooks', 'Chewing Gum', 'Frozen Bagels', 'Granola Bars']",12,128.5,Mobile Payment,Hải Phòng,8:48:07,Senior (65+),Winter,Discount on Selected Items,Yes
1000007736,4/11/2021,Ivan Singh,"['Suitcase', 'Almonds', 'Popsicles', 'Muffins']",4,22.74,Cash,Hà Nội,21:15:19,Middle-aged (50-64),Winter,Discount on Selected Items,Yes
1000007737,11/19/2020,Veronica Lee,"['Frozen Fries', 'Dryer Sheets', 'Scarf']",3,32.12,Debit Card,Hà Nội,11:48:27,Young Adult (20-29),Fall,Discount on Selected Items,No
1000007738,1/22/2023,Jessica Faulkner,"['Nail Clippers', 'Frozen Pancakes', 'Paper Towels', 'Gum', 'Protein Powder', 'Sneakers']",6,72.17,Debit Card,Hà Nội,10:03:52,Adult (30-49),Fall,BOGO (Buy One Get One),Yes
1000007739,7/6/2021,Emily Cannon,"['Bug Spray', 'Exercise Bike', 'Packing Tape', 'Syrup', 'Instant Noodles', 'Orange Juice', 'Sports Bra', 'Tape']",8,78.62,Credit Card,Hà Nội,12:18:48,Young Adult (20-29),Fall,Discount on Selected Items,Yes
1000007740,9/19/2021,Mary Alvarado,"['Dress', 'Snack Cakes', 'Hat']",3,40.89,Mobile Payment,Hồ Chí Minh,8:26:09,Teenager (13-19),Spring,None,No
1000007741,2/11/2020,Christopher Chavez,"['Ice Cream Tubs', 'Exercise Ball', 'Air Freshener', 'Heels', 'Flats', 'Garlic Powder']",6,73.18,Cash,Hà Nội,20:15:11,Senior (65+),Fall,None,Yes
1000007742,7/28/2021,Dennis Cook,['Cold Medicine'],1,4.51,Cash,Hồ Chí Minh,14:03:17,Senior (65+),Fall,None,Yes
1000007743,6/26/2023,Bethany Baker,"['Wine', 'Yoga Pants', 'Band-Aids', 'Laundry Basket', 'Weight Bench', 'Tank Top', 'Ice Cream Bars', 'Ice Cream Tubs', 'Cotton Swabs', 'Hand Sanitizer']",10,79,Mobile Payment,Đà Nẵng,9:22:26,Senior (65+),Spring,None,No
1000007744,8/16/2020,Rebecca Hayes,"['Iced Tea', 'Capri Pants', 'Toilet Paper', 'Pajamas', 'Cream Cheese', 'Glue']",6,59.13,Debit Card,Hồ Chí Minh,9:55:17,Senior (65+),Winter,None,No
1000007745,12/21/2021,Wesley Beck,"['Stain Remover', 'Purse', 'Razors', 'Elliptical']",4,49.08,Credit Card,Hồ Chí Minh,17:56:50,Young Adult (20-29),Summer,BOGO (Buy One Get One),No
1000007746,12/10/2020,Sarah Williams,"['Pickles', 'Pens', 'Comb', 'Chicken', 'Ice Cream Sandwiches', 'Olives', 'Cumin', 'Hairbrush']",8,69.34,Mobile Payment,Hải Phòng,15:05:04,Adult (30-49),Winter,BOGO (Buy One Get One),No
1000007747,4/29/2021,Rachael Morgan,"['Candy Bars', 'Underwear', 'Flip Flops', 'Gym Towel', 'Packing Tape']",5,55.67,Cash,Hà Nội,13:49:11,Middle-aged (50-64),Winter,None,No
1000007748,11/21/2023,Victoria Perry,"['Sports Bra', 'Paper Towels', 'Laundry Detergent']",3,32.83,Mobile Payment,Hồ Chí Minh,17:19:50,Senior (65+),Spring,BOGO (Buy One Get One),No
1000007749,4/13/2021,Danny Brown,"['Almonds', 'Donuts', 'Crayons', 'Rowing Machine']",4,37.98,Cash,Hồ Chí Minh,22:18:08,Young Adult (20-29),Fall,Discount on Selected Items,No
1000007750,5/30/2023,Christine Johnson,"['Nail Clippers', 'Laptop Bag', 'Frozen Fruit', 'Frozen Pancakes', 'Bathrobe', 'Onion Powder', 'Almonds', 'Hoodie']",8,83.28,Mobile Payment,Cần Thơ,15:30:02,Teenager (13-19),Fall,BOGO (Buy One Get One),No
1000007751,12/11/2023,Victoria Riley,"['Paper Towels', 'Comb', 'Syrup', 'Batteries', 'Hot Sauce']",5,52.72,Debit Card,Hà Nội,13:43:21,Middle-aged (50-64),Spring,BOGO (Buy One Get One),No
1000007752,1/23/2022,Jimmy York,"['Chocolate', 'Raincoat', 'Bug Spray']",3,26.89,Debit Card,Đà Nẵng,15:55:53,Young Adult (20-29),Summer,None,Yes
1000007753,6/7/2023,Emily Preston,"['Shower Curtain', 'Scrubbers', 'Frozen Cake', 'Barbecue Sauce', 'Hangers', 'Bathrobe', 'Gym Towel', 'Cough Drops']",8,110.69,Mobile Payment,Hồ Chí Minh,8:05:37,Adult (30-49),Winter,None,Yes
1000007754,8/3/2020,Kevin Davenport,"['Baking Soda', 'Bug Spray', 'Blouse', 'Capri Pants', 'Lighter', 'Spaghetti']",6,55.72,Mobile Payment,Hồ Chí Minh,15:45:39,Senior (65+),Spring,None,Yes
1000007755,4/16/2021,Joseph Sanders,"['Stamps', 'Bath Bombs', 'Paper Towels', 'Pain Relievers']",4,35.39,Cash,Hồ Chí Minh,9:51:49,Young Adult (20-29),Fall,BOGO (Buy One Get One),No
1000007756,8/5/2021,Jamie Walters,"['Stamps', 'Snack Cakes', 'Shampoo']",3,26.57,Credit Card,Hồ Chí Minh,13:59:42,Young Adult (20-29),Summer,None,Yes
1000007757,7/23/2022,Andrea Davis,"['Boots', 'Cookies', 'Bubble Bath', 'Batteries']",4,33.16,Cash,Hồ Chí Minh,13:11:02,Adult (30-49),Winter,Discount on Selected Items,No
1000007758,3/27/2020,Carolyn Holmes,"['Ramen', 'Frozen Vegetables', 'Band-Aids', 'Butter', 'Protein Powder', 'Oranges']",6,62.69,Cash,Hồ Chí Minh,20:39:31,Middle-aged (50-64),Fall,None,Yes
1000007759,5/13/2021,Timothy Young,"['Frozen Vegetables', 'Insect Repellent', 'Conditioner']",3,27.54,Debit Card,Hà Nội,7:29:46,Young Adult (20-29),Summer,BOGO (Buy One Get One),No
1000007760,12/12/2020,Emily Saunders,"['Almonds', 'Cough Drops', 'Ziploc Bags']",3,13.89,Debit Card,Hồ Chí Minh,17:00:07,Teenager (13-19),Winter,Discount on Selected Items,No
1000007761,12/20/2023,Patrick Avila,"['Plastic Utensils', 'Bathrobe', 'Pickles', 'Messenger Bag']",4,46.89,Debit Card,Hà Nội,15:02:18,Adult (30-49),Summer,None,Yes
1000007762,10/12/2021,Robert Newton,"['Boots', 'First Aid Kit', 'Raisins']",3,38.44,Credit Card,Hải Phòng,8:21:44,Young Adult (20-29),Spring,BOGO (Buy One Get One),Yes
1000007763,3/9/2022,Jared Moore,"['Super Glue', 'Popcorn', 'Pasta', 'Peanuts', 'Raincoat', 'Scissors']",6,67.05,Mobile Payment,Hà Nội,17:54:13,Adult (30-49),Fall,Discount on Selected Items,No
1000007764,5/3/2021,Amy Mcknight,"['Cough Drops', 'Toilet Paper']",2,13.28,Debit Card,Hải Phòng,18:25:42,Young Adult (20-29),Winter,None,Yes
1000007765,2/22/2023,Robert Ponce,"['Cumin', 'Luggage', 'Pasta']",3,38.91,Mobile Payment,Hà Nội,17:40:15,Middle-aged (50-64),Winter,Discount on Selected Items,Yes
1000007766,3/6/2021,Kathy Mosley,"['Conditioner', 'Bath Salts', 'Handbag', 'Frozen Garlic Bread', 'Protein Shakes', 'Instant Noodles', 'Exercise Bike', 'Plastic Cups', 'Cold Medicine', 'Chewing Gum', 'Scrubbers']",11,114.01,Debit Card,Đà Nẵng,18:32:19,Adult (30-49),Fall,BOGO (Buy One Get One),Yes
1000007767,1/10/2022,Robin Chen,"['Sponges', 'Duct Tape', 'Pants', 'Donuts', 'Lighter Fluid']",5,48.59,Cash,Hồ Chí Minh,12:53:08,Middle-aged (50-64),Fall,Discount on Selected Items,Yes
1000007768,2/4/2021,Keith Johnson,"['Foam Roller', 'Fabric Softener', 'Luggage']",3,19.98,Debit Card,Hồ Chí Minh,6:53:28,Senior (65+),Spring,None,Yes
1000007769,5/1/2023,Pamela Gallagher,"['First Aid Kit', 'Blouse', 'Headbands', 'Laundry Basket', 'Winter Hat']",5,66.84,Cash,Hải Phòng,17:09:10,Adult (30-49),Spring,BOGO (Buy One Get One),Yes
1000007770,10/26/2021,Sarah Hanna,"['Elliptical', 'Scarf', 'Nail Clippers', 'Notebooks', 'Shorts', 'Frozen Bagels', 'Jam', 'Crackers']",8,94.7,Credit Card,Hải Phòng,8:00:44,Senior (65+),Spring,Discount on Selected Items,Yes
1000007771,11/18/2021,Maria Hoover,"['Matches', 'Hat', 'Resistance Bands', 'Brown Sugar', 'Razors']",5,61.72,Credit Card,Hồ Chí Minh,12:47:11,Adult (30-49),Winter,None,No
1000007772,9/23/2020,James Marshall,"['Flip Flops', 'Bubble Wrap', 'Tweezers', 'Polo Shirt', 'Honey']",5,46.71,Cash,Hà Nội,12:02:52,Young Adult (20-29),Spring,BOGO (Buy One Get One),Yes
1000007773,6/21/2020,Kelsey Hahn,"['Matches', 'Sunglasses']",2,14.74,Mobile Payment,Cần Thơ,16:15:13,Adult (30-49),Spring,BOGO (Buy One Get One),No
1000007774,3/26/2022,Adriana Diaz,"['Index Cards', 'Binders', 'Pens', 'Scrubbers', 'Yoga Mat', 'Glue']",6,47.01,Cash,Hải Phòng,9:15:21,Senior (65+),Fall,BOGO (Buy One Get One),No
1000007775,9/4/2023,Kimberly Cook,"['Bread', 'Toilet Paper', 'Popsicles', 'Duct Tape', 'Disinfectant Wipes', 'Brownies']",6,57.63,Mobile Payment,Hồ Chí Minh,16:22:25,Middle-aged (50-64),Winter,Discount on Selected Items,No
1000007776,3/28/2022,Catherine Wheeler,"['Sunscreen', 'Canned Soup', 'Tank Top', 'Razors', 'Briefcase']",5,34.43,Mobile Payment,Hải Phòng,11:49:54,Young Adult (20-29),Winter,BOGO (Buy One Get One),Yes
1000007777,8/4/2021,Debbie Harrell,"['Sweatshirt', 'Toothbrush', 'Frozen Cookies', 'Leggings', 'Cinnamon', 'Jelly']",6,66.24,Mobile Payment,Hà Nội,8:06:19,Middle-aged (50-64),Winter,None,Yes
1000007778,9/15/2023,John Ward,"['Duffel Bag', 'Gym Bag']",2,24.51,Mobile Payment,Hà Nội,8:52:15,Adult (30-49),Spring,Discount on Selected Items,Yes
1000007779,6/21/2023,Nicole Smith,['Duffel Bag'],1,9.34,Credit Card,Đà Nẵng,19:27:26,Young Adult (20-29),Spring,None,No
1000007780,6/22/2021,Drew Kelley,"['Chili Powder', 'Cheese', 'Orange Juice']",3,16.68,Mobile Payment,Hồ Chí Minh,8:32:14,Adult (30-49),Winter,None,Yes
1000007781,8/5/2021,John Davis,['Onion Powder'],1,5.65,Cash,Hồ Chí Minh,15:15:05,Adult (30-49),Spring,None,No
1000007782,10/11/2021,Veronica Sexton,"['Dried Cranberries', 'Shoes', 'Frozen Vegetables']",3,29.3,Credit Card,Hồ Chí Minh,6:05:31,Young Adult (20-29),Spring,Discount on Selected Items,Yes
